comment,rating
"Hello, I am Rahul saksena my thoughts and perspective about this movie Animal is Very Good and meaningful sense. Because love, fight, Anger,lust,bad habits like smoking, drinking, This is a example of a Agressive and bold powerful Men. But 2nd side men control every emotion in a balance Manner Because we are fight for family love and a joyful life but some people doesn't want to see your joyful life so every men cross our limit of patience. Because of i want to be a future cinematographer in film and web series. I give best rating for shooting in Very good day light and night artificial lightings. I appreciate to cinematographer of this movie.",2
"Every movie has a good story, so does this. They have good songs, great action and an engaging suspense. This has all of that and some plots where you may be left wondering. Punjab's portrayal finally isn't offensive to the rest of the country. There are also flaws but the level of acting is legendary. Ranbir Kapoor separates himself from the league of Ranveer, Shahid and similar middling actors. He also opens doors for possibly more South Indian movies. Bobby Deol is unbelievable and says so much without actually not saying anything, his is easily fit for a Hollywood action/western psychotic villian. This movie has Class.",10
"This movie is made for audience who seeks for action, Background music,Drama &Comedy A 10/10 movie made in this decade specifically in bollywood Special vibes for Marathi audience ✌🏻Who loves to see craziness, limitless love & affection for family this movie is made for you, Majorly enjoyable movie for youngsters, worth they money you'll spent

Special features Action Drama Background music Songs Panjabi vibes Marathi vibes Emotion for family (not just father) Intimacy & loyalty for partners

Go for it don't miss a chance to watch this movie if this genre is your favourite then watch this.

Love it.",8
"Must watch, Ranbir Kapoor accting is mind blowing. I love this movie I recommend everyone to watch please go and watch .Animal"" is an absolute delight for both young and adult audiences. The film seamlessly blends heartwarming moments with a captivating storyline, showcasing the extraordinary bond between humans and animals. The cinematography is stunning, capturing the beauty of nature and the animal kingdom. The stellar performances by the cast, coupled with a compelling soundtrack, create a truly immersive experience. ""Animal"" is a must-watch, delivering a perfect balance of emotion, adventure, and a powerful message about the importance of coexistence with our furry friends.",10
"If you want to watch a movie about revenge, a menacing villain, a psychotic protagonist and lots of booodlust, no intervention from police and a violent uninterrupted showdown built on a story of family pride, love and honour with the essence of Punjab flowing through...then just watch Maula Jatt instead. This steaming pile of nonsensical, disjointed, horribly paced, edited and choreographed mess isn't worth wasting your time on. The only good thing about it is the soundtrack so just listen to that and save yourself the torture of sitting through this.

There's no central theme, there's no catharsis, no purpose of so many major plot points and a twist that has absolutely no purpose in advancing anything other than the option of making a sequel.",8
"There's a possibility this movie wasn't as per the modus operandi set by Film Schools, but it'll not let you bore at all and the dialogues will never let you bore inside of the theatre.

Also, different scenes of the movie are very well synced by the director, his/her vision has been clear and you get to know it after the movie ends.

You can't watch it with your parents or kids actually, but it's fine, there needs to be a movie you can watch with yourself.

Also, the movie has a nice storyline, makes every single emotion to strike out from you, be it suspense, humour, adrenaline rush or be it romance.

A movie worth watching.",10
"After a very very long time, got to watch a movie where Ranbir Kapoor starred and did an amazing job!

The movie shows a child's yearning for his father's love and acknowledgement which he finally gets towards the end of the movie. But by that time, the father has got only 3 or 6 months to live so it is very heartbreaking.

It is both comedy and emotional. Theres a lot of humor. Shows the strong bond between a father and son. A brother and sister. And a husband and wife.

The only thing i do not like about the movie is one fight scene, where 200+ people barge into the hotel wearing a mask. This fight scene would have lasted 10 minutes. The fight continues with a song in the background. It was a bit unnecessary.

But i really enjoyed Animal. It is not like the normal Indian movies you see. Definitely not like the movies released recently. It is such a different story. Not predictable. Loved it!",2
"Both 'Animal' and 'Sam Bahadur' stand as cinematic marvels, delivering an undeniable value for money. Each film, however, forges its own distinct path in the realm of storytelling.

1. Acting:
Ranbir Kapoor's portrayal in 'Animal' commands attention with his naturally aggressive finesse, complemented by a hard rock background score. One could argue he draws inspiration from his own iconic role in Dutt, showcasing a captivating intensity.



Vicky Kaushal's performance in 'Sam Bahadur' is nothing short of a masterclass. His impeccable acting transcends the screen, from posture to facial expressions, and the nuanced accent; it's an overwhelming display of dedication that plunges the viewer into profound contemplation.


2. Story:
'Animal' places an emphasis on visceral elements, delving into violence and male chauvinism, occasionally overshadowing the narrative. The story takes a back seat as the film immerses itself in a gritty portrayal of raw emotions.



On the other hand, 'Sam Bahadur' unfolds as more than just a story-it's a captivating lesson from history. Given a choice, one would willingly revisit Sam Bahadur's life, finding it more enriching than mere popcorn entertainment.


3. Others:
'Animal' emerges victorious in the realm of aesthetics, triumphing in cinematography, locations, songs, and item numbers. It places a keen focus on visual appeal, making it a sensory delight.



'Sam Bahadur,' a quintessential Meghna Gulzar creation, is a testament to fine storytelling. It thrives on the art of narrative, making it a film to be revisited on OTT platforms, offering a depth that unfolds with each viewing.



Notably, 'Animal' demands the grandeur of theaters for its full impact. Missing it on the big screen would be an unequivocal loss, while 'Sam Bahadur' remains a timeless choice for repeated streaming sessions on OTT platforms.",1
"Sandeep's wild Animal is all about animals in the world of humans. It is packed with intense action scenes, untamed emotions, and extreme love, making it a thrilling choice for action enthusiasts. However, it may not appeal as much to sensitive viewers, so they might want to steer clear. Sandeep has penned an unconventional screenplay for a familiar storyline. We have already witnessed his unique perspective with arjunReddy, and this film is no exception. The movie is adorned with fantastic dialogues that will send shivers down your spine, and you have to admire his profound thoughts and insights. The first half is flawlessly executed, leaving no room for boredom, but the second half could benefit from some trimming as not everything needs to be conveyed through dialogues. The one-on-one conversations do offer valuable messages but can be lengthy at times. This film takes a lot of artistic liberties, and while it may not appear realistic, believe me when I say that Sandeep is one of the most unconventional filmmakers this industry has ever seen. His dialogues are like bullets and he brings out stellar performances. He is a trailblazer in this industry, revolutionizing contemporary filmmaking. Kudos!",10
"Animal is a RANBIR KAPOOR movie One man show.. he will make u laugh, cry, love, hate, scared, make u feel every emotion & his screen presence the position of songs, the screenplay of interval block If anyone talks about versatility of an actor just show them this movie.

Animal was Wild,Raw,Emotional with performances of Ranbir!!,rashmika Anil kapoor I'm out of words rn!! I'm crying,I'm shaking and shivering for what I saw now!! U can't rate this film that's it!! #RanbirKapoor u are a Megastar!! Superstar is too less for u!! Do Watch the film but Don't Miss Post Credit Scene In the end........",1
"If you coming here to read hows movie Animal ?? Then I assume you are the person with good choices in the film. If you like typical South movies with complicated twist, exaggerated action scenes and glorified hot scenes then this movie is for you. But if you are looking to actual movie with good story, direction, music then avoid it. Ranbeer kapoor accepted such movie because somewhere in his mind he is also thinking of failing. Please don't watch it with your family you will be ashamed of things they are showing and saying in movies. If you still planning to watch this movie theen please atleast carry ear plugs because soon the unbearable loud background music make you 🤢",6
It's nothing but a waste of time. It's an extended soap opera. Ranbir's acting is the only positive thing about the movie. Never go to theatre to watch this as you'll be utterly disappointed. It's nothing but a waste of time. It's an extended soap opera. Ranbir's acting is the only positive thing about the movie. Never go to theatre to watch this as you'll be utterly disappointed. It's nothing but a waste of time. It's an extended soap opera. Ranbir's acting is the only positive thing about the movie. Never go to theatre to watch this as you'll be utterly disappointed. It's nothing but a waste of time. It's an extended soap opera. Ranbir's acting is the only positive thing about the movie. Never go to theatre to watch this as you'll be utterly disappointed.,1
"One of the best movies I have seen in years. Great Storyline, filled with Suspense, Surprises. Maybe too much bloodshed. Must watch.

""Animal"" is an electrifying rollercoaster ride that earns a perfect 10 out of 10 stars. This film masterfully weaves together suspense, drama, and a compelling storyline, leaving audiences on the edge of their seats throughout. The performances are stellar, drawing viewers into a world where tension and intrigue reign supreme. The narrative's quality is top-notch, delivering a gripping tale that keeps you hooked from start to finish. ""Animal"" is an adrenaline-pumping cinematic experience that satisfies on every level, making it an absolute must-watch for any fan of thrilling storytelling.",5
"Hero in this movie killed around 5 lakh people in this movie :) super bogus, traumatizing movie.

Last main scene of this movie is STUPID. How can sufi/shlok music be there in a fight scene? Director is stoned. After so long i went to watch movie in picture hall forcing my friends to come along. They abused me all the way to home after this. What bobby deol saw in this script and why he agreed is questionable. In cases where story is dead, and makers are aware of the same, add more and more sex so atleast people can enjoy something. I had to watch 2 english movies after this deadly movie to get to my normal zone.",8
"""Animal Movie 2023 is an absolute triumph, weaving a tapestry of emotion, adventure, and a celebration of the animal kingdom that will leave you with a smile that lasts long after the credits roll. The film seamlessly blends cutting-edge CGI with a heartfelt narrative, creating a mesmerizing visual feast that captivates audiences of all ages. The character development is nothing short of extraordinary, as each member of the animal cast brings a unique personality and charm to the screen.

From the opening scenes to the grand finale, the storytelling is masterfully crafted, striking the perfect balance between humor, suspense, and genuine heart. The movie not only entertains but also educates, shedding light on the beauty and importance of wildlife conservation in a way that resonates with both children and adults.

The attention to detail in the animation is awe-inspiring, making it feel as though you've stepped into a world where animals not only talk but also convey a depth of emotion that is truly moving. The voice cast delivers stellar performances, breathing life into their characters and establishing a genuine connection with the audience.

What sets Animal Movie 2023 apart is its ability to evoke a range of emotions - from laughter to tears, from awe to inspiration. It's a cinematic journey that leaves you with a renewed appreciation for our furry, feathered, and finned friends. Whether you're a wildlife enthusiast or simply in search of a heartwarming and visually stunning film, Animal Movie 2023 is an absolute must-see. A roaring success that will undoubtedly become a timeless classic in the realm of family entertainment!""",8
"The conclusion to this movie would be- The story line was probably written by multiple writers. All of them were unaware of what the other person was writing. This would explain the illogical storyline, character arc and inconsistencies in the movie!

There was no character building, no sub plot, no reason or context whatsoever to understand what was actually happening and, why was it happening? It is a mindless action flick where even the violence is unjustified. Out of nowhere a violent scene would pop up and it doesn't even suits the storyline. The editing was below par. The direction was the worst of all. I do not think that he understands how movie making works.

There was no character development. We get to know that the title character is mentally unstable as he did not get enough attention from his father in his childhood. There were no instances of relevance where this could have been substantiated. The lead (Ranbir's character) doesn't have any morality or principle. It is possible as the character might have been written as such. Although, the director tries to portray the lead as a person with intellect and morality at first. Then I guess he forgets everything for the next 20 minutes straight. The comedy scenes were utterly pathetic and the amount of useless dialogs around sex was horrible. They could have deleted at least 45 minutes and maybe it would have been okay. Who am I kidding, it was really bad and nothing would have made it okay.

I can go on and on about how much of a horrible movie 'Animal' is, but I suppose Indian filmakers are not evolved enough to make a proper movie on such subjects. They can't handle such complex a characters and emotions. Box office collections of this mindless movie is really high and that is a sad thing to see.

Please avoid it for your own sanity.",10
"In simple words it could not meet the expectations that had been created. The story is very simple. No twists and turns. Vijay is an angry young man who seeks validation of his father in his whole life. However, for that not much thought was given on character development. Also I felt that it dragged action scenes unnessarily at some scene. I went to the theater hoping to see some dark psychology and twisted characters! Something that we get to see in Malaylam or telegu films. Pure violence with an amazing story line and characters. But here same bu****it again! I gave 5 star because of Rabir Kapoor's acting skills. He did his best to perform the role.",1
I must say this movie definitely had me glued to the screen. Not a massive fan of ranbir but have to admire all the different looks he pulled off. Action scenes were class and definitely enjoyed the gruesome parts of the movie. Nice for bollywood to have a change. Maybe would have been nice to stay away from the nudity but doesn't downgrade the movie. People need to remember it is all done by a SCRIPT! So many people taking the movie to heart talking about promoting shooting in a school and the whole alpha male vibe that is brought to the movie. IT IS PURELY FICTIONAL. Surprised we haven't heard any complaints about om shanti om encouraging people to die to enforce reincarnation 🤣🤣,1
"One word for it Banger!!!!

All the emotions in one film, great delivery by the director, a great vision and well directed movie.

Not giving 10 star because 2nd half is quite slow, overall a good experience mind blasting performance by specially Ranbir and lord Bobby deol.

Till interval it feels like breathless action and drama engaging , specially sandip vanga storytelling is really good and deep, specially the family bonding and character development of every character.

Don't go on negative reviews if you want to watch family drama with full of action, gour, emotions, ruthless this one is for you ""Animal"".",9
"""Animal,"" featuring Ranbir Kapoor, is a cinematic triumph that seamlessly intertwines a gripping narrative with powerhouse performances, all while delving into the intricate layers of the father-son dynamic. Kapoor's portrayal of a complex character is nothing short of stellar, navigating the twists of the plot with intensity and nuance. The film not only keeps you on the edge of your seat with suspense and drama but also explores the profound nuances of the father-son relationship, adding a poignant layer to the storytelling. Supported by a stellar cast and an evocative soundtrack, ""Animal"" emerges as a cinematic masterpiece, showcasing both the brilliance of Indian cinema and Ranbir Kapoor's exceptional talent. This blockbuster is a must-watch, offering not only intense drama but also a touching exploration of the emotional ties that bind us.",10
What a waste of money and talent. It is rightly said that when director's do not have a story they use sex and violence to sell their work. The whole story is just sick. Do not know why bobby deol was so hyped that he cried in one event for the role. He must cry for his role which is just pathetic. Ranbeer is a good actor but after watching his bhramastra and now this I have developed a hatered for the actor. That south inidan girl acting and dilouge is just pathetic. The actress infact all the women is potryed weak and gold digger in the movie. That foriegner role was just for sex and money. What a waste of time.,4
"Filmmakers of Bollywood should exercise a greater sense of responsibility and awareness before creating movies that depict excessive cruelty, misconduct towards women, mocking relationships in general.

I don't write reviews too often, but this one left me no choice. I felt ashamed watching this movie, knowing I was a fan of Bollywood in old days. This movie should have been banned or at least severely moderated.

Our youth watching these movies inherits so much negativity by watching. Please stop making movies just to earn more money and actually make something which inspires people positively instead.",10
"The film centers on a fiercely aggressive young man with a relentless attitude, capable of overcoming any obstacle. It depicts his life as part of a wealthy, influential business family, surrounded by enemies plotting against his father. At its heart, the movie showcases the deep love between father and son. While it could have been improved, especially in the second half where the action lacks intensity, the film is still a gem, rich in emotion. Overall, it's a compelling watch, even for someone like me who usually loses interest if a movie doesn't grab my attention within the first few scenes.",6
"I always wanted to watch the movies. The film was officially announced in January 2021, along with the title of the film. Principal photography commenced in April 2022 and wrapped by April 2023. The film has music composed by JAM8, Vishal Mishra, Jaani, Manan Bhardwaj, Shreyas Puranik, Ashim Kemson and Harshwardhan Rameshwar. The cinematography was handled by Amit Roy and editing by Sandeep Reddy Vanga. With a runtime of 201 minutes, the film was one of the longest Indian films ever made. Animal was initially set for 11 August 2023 release but was postponed due to post-production work. It was theatrically released on 1 December 2023 in Hindi, Telugu, Tamil, Malayalam and Kannada languages in standard and IMAX formats The film received generally mixed reviews from the critics.",9
"I cannot believe I waited for this movie on dvd because of its reputation but unfortunately it was a mess through out not because of so much fake blood is spilt in this movie, I dont understand why people complaining about 'o look there is so much blood and gore, but let me assure you its not over the top its kind of like low level.

Having said that lets talk about good in this movie Ranbir Kapoor, that poor guy carried the whole 3+ hour movie long he is the only thing in the movie.

Now lets talk about the bad, what is this I mean honestly everything anytime. My questions to the director 1) is this your vision of alpha male who walks naked in front of females of your family or talking about your sex life infront of your mother if yes than I feel for you man.

2) why does the protagonist need his sikh brethrens, except you wanted to how much he cares about his extended family and you just included them for comic relief.

3) Idk when will indian cinema be done with this duplicate cliche, just introduce a doppelganger at every deadend?

4) why did Zoya even confessed her if she was actually sent to do what she did?

5)Aziz figured the guy who handed dagger to. Ranvijay but could not figure who actually told her about his brother?

6) How can you slash someone so many times that it turns you and your whole bathroom red with corn syrup still but the body stays in a perfect shape and not mutilated?

7) how can somebody gets six packs with just heart transplant?

8) how can somebody's bladder be fixed with just heart transplant?

9) do people really sound like its recorded in studio on blackbox which is supposed to stay with the plane throughout its operational life?

10) why in indian cinema protagonist always know everything ahead and he has this 'gotcha' moment?

In short this movie is all over the place.2 extra for Ranbir kapoor.",1
"After a long time I watch full complete movie with action romance comedy music relation emotion drama I love this overall.

And Best part of this movies show all religions Respect.

Ranveer Acting is different his past movies Dialogue delivery and action and movie direction so fantastic All song are best and use as per required I recommend to all of you please go watch with your friends, this film have some adult scene and action scene might be impact on minor .

This type of movie only made by south director.

Bobby scene are so emotional and dengourse And my final word is that, this is the real movie 🙂

(Sala itne word ka review mangta hai jaise kisi exam mai essay likhna ho)🤣",10
"Full of unnecessary violence. Exploits woman, it so so masculine and so undermining character. I understand, papas nonsense made him animal, so what? He is not supposed to sleep with other girl,whatever reason and hurt wife this way. Animal would feel embarrassed of this behaviour.

Tanbir is a method actor, he is the actor of so many nice stories, he Doesn't need to be violent, brutal and unrealistic like south actors to make hits!

Why on earth all Bollywood actors are heading towards south unrealistic stories? If you need stories, go to malayalam then. How come a man kills thousands alone, gets fit told fight after cardiac surgery!

Ranbir acted well, but I still say he deserves better stories. Rashmika and Dell is total waste, no real importance on the screen. Rashmika always playing an oppressed-dumb woman in every single film, this one Isn't an exception. Anil is so so.

I think after watching so many masculine bolly movies from different actors, next year people will stop going to theatre again! Stop promoting negativities as heroism.",5
The brutality was always censored in Indian soil exploring hardcode pessimistic themes or exploring the exsisting themes with a pessimistic and brutal lens and critical reflections of ambiguity is something what venga signature of direction is Misogynism is about Kabir Singh but celebrating the toxic and featuring the red lines and red flags is always a stubborn challenge but venga had performed it swiftly as an sweeping wind in the monsoon Animal the Ranbir Kapoor never seen avatar which projects it's versatility and confidence within himself to perform the character it's psychological intense and the most important the obsession of being a Wolf at the centre is something which describes the layer of intensification and potentially the Ranbir caries which is stupendous ** Crossing the line and making the new genere in Indian cinema This section is one i want to explore and talk about the cultural determined preset cinematic norns have been transcended by portraying the boldness and gore and every element which an A filim must deliver heads up to venga for creating an epitome and euphoric DIMENSION of an adult oriented filim exploring bold nudity violence just left out was rape pedophilia and incest and an element of canabalisim human vamparisim etc which I belive will transcend the borders in upcoming movies Conclusion An family oriented at the centre but not in a postive but in an never seen pessimistic dark critical reflections and obsession avoid with family but look out for the family is what the motive is. Behind vengas vision.,7
"Very cheap mentality characters, no strong story line.. just the publicity and one song created hype. Nothing in the movie. At least 2 to 3 thousand people must have died as per the movie script.. they all don't have family, father son bonding.. all of they are just born to die in the hands of psychopath hero who things he is a alfa male by mistake.. I don't know how people watched this movie in theater with their wife or sisters or mother, I just can't watch this garbage in OTT itself. All ""Adult"" scene are looted form 50 shades.. background score are form ARR. That big machine gun vehicle thing is now booming in Tamil movies. I don't know if a underage or a teen.. how he or she will be manipulated.",10
"Great direction and as usual flawless performance by Ranbir Kapoor and Anil Kapoor.

Ranbir Kapoor's performance in ""Animal"" is nothing short of captivating. His portrayal of a complex character adds depth to the film, showcasing his versatility as an actor. The narrative, though intense, is skillfully woven with suspense and emotion. The supporting cast, including Anil Kapoor and Parineeti Chopra, delivers commendable performances, enhancing the overall cinematic experience. The director's bold storytelling and the cinematography create a visually striking atmosphere, complemented by a gripping soundtrack. ""Animal"" explores intricate human relationships and societal dynamics, leaving audiences reflecting on its thought-provoking themes long after leaving the theater. In essence, Ranbir Kapoor's ""Animal"" is a compelling cinematic journey that seamlessly combines stellar performances with a riveting storyline.",10
I totally agree there is a message to a father who is been loved by a son.. However the movie has lots of violence and adult scenes which seems to be a bad impact on the viewers.... My message to the director is please reduce the exposure and violence a movie should always be an entertainment and a message oriented. I am sure if you consider the above suggestion .. You will certainly come up with a movie which would be loved by many viewers.. The younger generation has to learn the reality of life let's not make them more cynical.please think about this on a serious note a friendly advise to the director.,6
"In this movie we are going to see the love of son to the father how he loved his father and he will do anything for his father and can kill anybody to prove how he loved the family specially father.

This is one of most criminal action that have unbelievable Goosebumps.

You are going to love and must have love and respect your family.

The one who always be in your side and support in any state is your family so love and respect them.

Let's talk also about the song Iranian song become so viral that everyone going to sing and also one of my favorite song the action was good the script was good and respect the director.",10
"Don't bother reading the negative reviews. I'd say it's not a movie for all.

Quite simply put: if you don't mind the gore and violence like in the John Wick series then you will enjoy this movie. If you didn't like that then don't bother wasting your time and money watching this movie as you wouldn't enjoy it.

The sexual scenes were unnecessary. However, overall the movie was intense and thrilling from the get go. The acting was amazing from Ranbir, Anil and Bobby. I do agree more of Bobby Deol scenes would've been nicer.

I really enjoyed this movie. The ending was just wow.. like can't wait for the next one to be honest. Wonder what more craze they're going to bring about in the next one.",10
"I have never ever experienced anything like this in a theatre, it's a must watch movie. Ranbir is 11/10, incredibly perfect in every scene. Can such a long movie three and half hours retain your interest, normally no but in this one it did retain. Bobby Deol is also fantastic although the role is short but impactful. A big big Big round of applause for the director for shooting and showing the scenes so perfectly... totally starstrucked... Ranbir will be the inspiration to many actors in the generations to come. I cherish cinema only when the work quality is healthy hence I must say that such actors like Ranbir are maintaining the standards.",10
"The movie is bold and quite brutal. The background music gives it a unique vibe. Ranbir Kapoor and Anil Kapoor's acting will not let you take your eyes off the screen. Sunny, despite having a smaller role, played fabulously. Along with that, the Punjabi characters won hearts with their amazing acting and action scenes. Despite the positives, there are some negatives. The first half of the movie is better than the second half. The second half feels a bit slow. The extent to which someone can go for their father is worth watching, but at times, it seems unrealistic like how can this be done. Zoya's scenes could have been better. Sunny sir should have had more screen time because he looked great. Other than that, openly discussing sexual matters in the movie feels strange. The ending could have been better in some ways, but it was good. I'm giving it 6 stars; I expected a more sensible storyline. Overall, it's a one-time watch.",5
"Masterpiece movie 🔥🔥. This is of movies made once in a eternity. Lots of drama, violence, brilliant set design. I am loosing my words to portray this movie. I wish his type of movies should be made in future.

All the negative comments for this movie are from senseless people, they don't know how a movie is made. If Mr. Vanga throwed some money on these so-called movie critics then they would've gave 9-10 stars.

All the cast did wonderful job. RANBIR KAPOOR gave the legendary performance.

Mr. Vanga is genius, he knows everything. From casting to BGM, script writing, everything. This man is born to define movies.

Watch this movie only in theatre otherwise you will miss out this LEGENDARY MOVIE.

🔥🔥🔥🔥🔥 🔥🔥🔥🔥🔥",1
"My first reaction after watching animal was very Disturbing and shocking. In my mind i had so many questions on some of the scenes that what was director thinking? What was his intentions behind suck scenes. Movie can be summarized as a porno with saas bahu drama or father son love and sex problems. First half was good. Second part was dragged so much i actually wanted to get up and leave but my friend stopped me.

Story was very weak. Fighting scenes were not enjoyable.

Ranbir Kapoor was unbelievable. I think he is the best actor in bollywood so far. He talent and screen presence is amazing. If he chooses the right script i think his movies will set mew records. Rajamouli should do a project with Ranbir. But director ruined this movie with stupid non sensical scenes which had nothing to do with the movie like character of zoya. But Ranbir Kapoor took this movie to a different level.",10
"Man. Ranbeer kapoor, and his pind brothers, what a lit and elite squad. Absolutely run havon in the city.

Vanga simply says it bluntly on everyones face, i will dare to do what i want and show what i want and he has done that.

Vangas vision is completely fulfilled by ranbeer and all other actors. Movie becomes little boring in 2nd half. But the finale is good. It is about the real man to man fight.

Am still in awe of ranbeers role. This is his best acting till date. Kudos to all. Rashmika did grt in her part as well as anil kapoor. Bobby has also done good. This is a must watch theater ..,..",2
"The movie excels at characters, acting, action, some real father son chemistry and deep emotions.

The lead character however is violent, immature, alpha male and promotes toxic masculinity and demotes women. The story glorifies such character and hence I have given a low score. I don't promote, accept, or like cinema which brings negative changes in viewers and on society.

I seriously don't know how a actor who can act so well, accepts such movie scripts. I mean they should give Ranbeer a best actor award for this movie but Still i believe auch movies shouldn't be aired.

Cinema should always bring positive changes in society and this movie does exactly opposite. Save your time and dime, avoid this.",9
"The story of this movie was definitely written by someone with 2 brain cells. The movie is unnecessarily long, unnecessarily tries to dramatize every little thing, and doesn't even do the gore right which is its main selling point. The twist that he was wooing the other girl because he knew the other girl was a double agent is definitely the dumbest thing I have ever witnessed. So, his justification for cheating was ""I did it for my father."" And, just when I thought the story can't get dumber than this, his father gets terminally ill. That's when I closed the movie so I don't know what happens after that and I am happy that I don't.",1
"We do not see movies so bold and courageous as Animal. We indians are accustomed to watch romantic, emotional and boring bollywood movies but someone presents a movie as 'Animal' in front of us, its hard for us to digest and hence it creates two polar groups, lovers and haters.

The movie has bold action and violence admist of a father son bond. It touches the true emotion of a boy, what he goes through in the childhood when he idolizes someone who do not respect or reciprocates his feelings. As a result a Animal is born.

There are few scenes which our feminist and misogynist comunity does not like but their opinion. The same protagnist also accepts slaps from his wife and does not return it back and puts shoes on her feet with his hands when she is about to walk on ice.

Its a powerful action packed film with hidden meanings. Must watch.",10
"Head is an animal...,"" goes a line in a famous song from the Icelandic band Of Monsters and Men. Sandeep Reddy Vanga's protagonists - thick-headed creatures of privilege and entitlement - are all badly-behaved men who could easily pass for monsters. After Arjun Reddy (2017) and Kabir Singh (2019), two films about a chain-smoking doctor with anger issues, the director returns with Animal, his second Hindi feature, about a chain-smoking engineer with deep-seated daddy issues. Yet no matter how bleak and paleolithic his view of human instincts, he also wants us to stand in awe of his heroes, even admire and empathise with them.",5
"I am not sure what the story line of this movie is- all you can see is gore and violence!

One man who is out to kill everyone who is not in line with him, his beliefs, views and way of life!

Anil Kapoor was good.

I don't think the movie needed any other cast- they could just have Ranbir Kapoor out in the street killing random people from start to end- that's this movie!

There is some story line but that kinda gets all muddled with the violence.

I think a better name for the movie would have been Dracula instead of Animal- someone out for blood.

Glad animals don't watch movies and did not have to go through 3 plus hours of pain LOL.",3
"I went with alot of expectations..and it it did fulfill more than what i expected. Ranbir has proven it many a times how good an actor he is...it was just a matter of a good story connecting the dots with his brilliant performance..i know at times this film has some flaws ,but still i may watch it more than once...background score, intense plot with camera on ranbir eyes is making the scenes comelling to watch and praise.. Bobby deol,Anil kapoor ,rashmika and other actors were also good..Bobby acted well but had a smaller yet an important role..wished more screen time for him..But at the end it was ranbir show.. Though punjabi is pretty much understandable but being a hindi movie for people from hardcore hindi region-at few places it could be replaced with hindi.. Would recommend to everyone (except who doesnt like bloody action)",10
"Waste of time, should have worked a little on storyline as well.

Since beginning movie was centered on just one single thing, Son's love towards father.

Too much useless fights and vulgarity added to get audience attention, which was not needed at all.

Ranveer Kapoor call few untrained youngsters from village and they were fighting like pro-shooter.

He was killing so many people in different countries and returned back home and no police case against him.

After lilling Bobby Deol he returned back India soaked with blood and blood was fresh. Wondering he didn't even needed Visa or emigration to travel between countries.

Ranveer Kapoor got Heart replacement surgery and just after that he was fighting like he never had any health issues or surgery.

If you don't want to use your brain amd just want to watch for time pass, can watch, else don't waste yourntime.",2
"The director will claim that he is some sort of indian tarantino, but its not even close. Just a badly made movie with a man whom every woman must be careful of and stay very very very far away. Consider this a warning and avoid this psycho and his movies. Nothing good can come out of them. Ranbir personal show with no story, no logic and absurd action scenes. Anil Kapoor and boby are wasted totally, the film story is from the age where there are no law and enforcement exists you can do whatever you want to either it's your own country or you are in foreign kill as many people as want .... to make a century of corpses is like a piece of cake.",2
"Brace yourselves, Bollywood aficionados, because Animal is here to test your cinematic endurance. This is no mere masala flick; it's a three-hour behemoth that throws everything at the wall, from gravity-defying stunts to enough slow-motion violence to make Tarantino blush. And at the center of it all stands Ranbir Kapoor, Bollywood's answer to Jason Bourne, if Jason Bourne had a penchant for melodrama and a questionable moral compass.

Let's get the obvious out of the way: Animal is excessively violent. Heads explode, limbs fly, and blood splatters like a demented Jackson Pollock painting. But unlike its Hollywood counterparts, where violence is often sterile and sanitized, here it's raw, visceral, and disturbingly intimate. You'll wince, you'll squirm, and you might even close your eyes once or twice.

Imagine a nonsensical plot that somehow manages to be both predictable and nonsensical, sprinkled with special effects that wouldn't impress a teething toddler.",3
"I now plan to never watch Bollywood movies ever again.....this movies is just stupid, the plot makes no sense, the acting is cringe, the fight scene are just a cheap attempt at trying to copy a guy Ritchie movie. Honestly, Bollywood......stick to romance and random dance scene with the Romeo and juliet twist, leave proper film making to the rest of the world. I'm hearing a plan to create part 2.....I assume this is because of the success of this in the cinemas in India, I really hope this doesn't happen, I feel bad for those who would spend another 3 hours 45 mins watching this crap. Only 1 compliment is Bobby Deol who is in very good shape for a bloke over 50.....well done Jatta 💪🏼",6
"Awesome movie. BGM is amazing and must watch movie. Ranbir has played amazing role. Animal"" presents a riveting family drama, skillfully exploring power dynamics and consequences. Anil Kapoor's compelling portrayal of the patriarch, paired with Ranbir Kapoor and Bobby Deol's nuanced performances as conflicted sons, creates a captivating narrative. Sandeep Reddy Vanga's direction weaves an intense story, making ""Animal"" a must-watch for its stellar cast and gripping exploration of human relationships. Animal"" presents a riveting family drama, skillfully exploring power dynamics and consequences. Anil Kapoor's compelling portrayal of the patriarch, paired with Ranbir Kapoor and Bobby Deol's nuanced performances as conflicted sons, creates a captivating narrative. Sandeep Reddy Vanga's direction weaves an intense story, making ""Animal"" a must-watch for its stellar cast and gripping exploration of human relationships.",1
